Iteration,Number of data points,Best value,Point chosen
1,6,1.782460325963175,
2,6,1.782460325963175,
3,6,1.782460325963175,
4,6,1.782460325963175,
5,6,1.782460325963175,
6,6,1.782460325963175,
7,6,1.782460325963175,
8,6,1.782460325963175,
9,6,1.782460325963175,
10,6,1.782460325963175,
11,6,1.782460325963175,
12,6,1.782460325963175,
13,6,1.782460325963175,
14,6,1.782460325963175,
15,6,1.782460325963175,
16,6,1.782460325963175,
17,6,1.782460325963175,
18,6,1.782460325963175,
19,6,1.782460325963175,
20,6,1.782460325963175,
21,6,1.782460325963175,
22,6,1.782460325963175,
23,6,1.782460325963175,
24,6,1.782460325963175,
25,6,1.782460325963175,
26,6,1.782460325963175,
27,6,1.782460325963175,
28,6,1.782460325963175,
29,6,1.782460325963175,
30,6,1.782460325963175,
31,6,1.782460325963175,
32,6,1.782460325963175,
33,6,1.782460325963175,
34,6,1.782460325963175,
35,6,1.782460325963175,
36,6,1.782460325963175,
37,6,1.782460325963175,
38,6,1.782460325963175,
39,6,1.782460325963175,
40,6,1.782460325963175,
41,6,1.782460325963175,
42,6,1.782460325963175,
43,6,1.782460325963175,
44,6,1.782460325963175,
45,6,1.782460325963175,
46,6,1.782460325963175,
47,6,1.782460325963175,
48,6,1.782460325963175,
49,6,1.782460325963175,
50,6,1.782460325963175,
51,6,1.782460325963175,
52,6,1.782460325963175,
53,6,1.782460325963175,
54,6,1.782460325963175,
55,6,1.782460325963175,
56,6,1.782460325963175,
57,6,1.782460325963175,
58,6,1.782460325963175,
59,6,1.782460325963175,
60,6,1.782460325963175,
61,6,1.782460325963175,
62,6,1.782460325963175,
63,6,1.782460325963175,
64,6,1.782460325963175,
65,6,1.782460325963175,
66,6,1.782460325963175,
67,6,1.782460325963175,
68,6,1.782460325963175,
69,6,1.782460325963175,
70,6,1.782460325963175,
71,6,1.782460325963175,
72,6,1.782460325963175,
73,6,1.782460325963175,
74,6,1.782460325963175,
75,6,1.782460325963175,
76,6,1.782460325963175,
77,6,1.782460325963175,
78,6,1.782460325963175,
79,6,1.782460325963175,
80,6,1.782460325963175,
81,6,1.782460325963175,
82,6,1.782460325963175,
83,6,1.782460325963175,
84,6,1.782460325963175,
85,6,1.782460325963175,
86,6,1.782460325963175,
87,6,1.782460325963175,
88,6,1.782460325963175,
89,6,1.782460325963175,
90,6,1.782460325963175,
91,6,1.782460325963175,
92,6,1.782460325963175,
93,6,1.782460325963175,
94,6,1.782460325963175,
95,6,1.782460325963175,
96,6,1.782460325963175,
97,6,1.782460325963175,
98,6,1.782460325963175,
99,6,1.782460325963175,
